0	0.07996
1	0.07356
2	0.06768
3	0.06227
4	0.05729
5	0.05271
6	0.04850
7	0.04462
8	0.04105
9	0.03777
10	0.03475
11	0.03197
12	0.02941
13	0.02706
14	0.02490
15	0.02291
16	0.02108
17	0.01939
18	0.01784
19	0.01641
20	0.01510
21	0.01389
22	0.00000
